Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"10","31653","CS","115","INTRO TO CS WITH PYTHON","1","30","20","","","A","","A","TRAD","Y","1000-1050AM","F","DRGS","1115","","POURSARDAR,FARYANEH","","","20","1","CLAS","08-JAN-22","25-APR-22","10","0","10"
"15","31654","CS","115","INTRO TO CS WITH PYTHON","1","30","15","","","A","","A","TRAD","Y","1100-1150AM","F","DRGS","1115","O","POURSARDAR,FARYANEH","","","15","1","CLAS","08-JAN-22","25-APR-22","10","0","10"
"0","31906","CS","115","INTRO TO CS WITH PYTHON","1","15","11","","SC450","A","I","B","SYNC","Y"," 100- 150PM","F","WC2","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","08-JAN-22","25-APR-22","10","1","9"
"0","31907","CS","115","INTRO TO CS WITH PYTHON","1","30","19","","SC450","A","I","E","SYNC","Y"," 100- 150PM","F","WC5","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","08-JAN-22","25-APR-22","10","5","5"
"0","31908","CS","115","INTRO TO CS WITH PYTHON","1","30","0","","SC450","A","I","H","SYNC","Y"," 100- 150PM","F","WC7","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","08-JAN-22","25-APR-22","10","0","10"
"17","21928","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","8","P3","","C","","A","REC","Y","1100-1150AM","R","DRGS","1105","","GUPTA,REKHA","","","8","1","CLAS","08-JAN-22","25-APR-22","0","0","0","RECITATION. STUDENTS MUST ALSO REGISTER FOR A LECTURE. "
"30","22544","CS","120G","INTR INFO LITERACY & RSRCH (C)","3","50","20","P1","","30","","A","TRAD","Y"," 420- 535PM","MW","OCNPS","0100","","GUPTA,REKHA","","","20","1","CLAS","08-JAN-22","25-APR-22","0","0","0","LECTURE: STUDENT MUST ALSO REGISTER FOR A RECITATION SECTION "
"22","22545","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","3","P3","","C","","A","REC","Y"," 900- 950AM","T","DRGS","1105","","GUPTA,REKHA","","","3","1","CLAS","08-JAN-22","25-APR-22","0","0","0","RECITATION. STUDENTS MUST ALSO REGISTER FOR A LECTURE. "
"16","22546","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","9","P3","","C","","A","REC","Y"," 130- 220PM","T","DRGS","1105","","GUPTA,REKHA","","","9","1","CLAS","08-JAN-22","25-APR-22","0","0","0","RECITATION. "
"14","24172","CS","120G","INTR INFO LITERACY & RSRCH (A)","3","30","13","A1","SC065","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","ZEHRA,SUSAN","","40","26","1","ASYN","08-JAN-22","25-APR-22","0","0","0"
