Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"-1","29869","CS","115","INTRO TO CS WITH PYTHON","1","30","31","","","A","","A","TRAD","Y","1000-1050AM","F","DRGS","2112","","POURSARDAR,FARYANEH","","","31","1","CLAS","07-JAN-23","24-APR-23","10","0","10"
"0","29870","CS","115","INTRO TO CS WITH PYTHON","1","30","30","","","A","","A","TRAD","Y"," 100- 150PM","F","DRGS","1105","","POLAWAR,NISHA","","","30","1","CLAS","07-JAN-23","24-APR-23","10","0","10"
"0","30065","CS","115","INTRO TO CS WITH PYTHON","1","15","10","","SC450","A","I","B","SYNC","Y","1100-1150AM","F","WC2","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","07-JAN-23","24-APR-23","10","2","8"
"0","30066","CS","115","INTRO TO CS WITH PYTHON","1","30","15","","SC450","A","I","E","SYNC","Y","1100-1150AM","F","WC5","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","07-JAN-23","24-APR-23","10","2","8"
"0","30067","CS","115","INTRO TO CS WITH PYTHON","1","30","5","","SC450","A","I","H","SYNC","Y","1100-1150AM","F","WC7","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","07-JAN-23","24-APR-23","10","0","10"
"13","21784","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","12","P3","","C","","A","REC","Y","1100-1150AM","R","DRGS","1105","","GUPTA,REKHA","","","12","1","CLAS","07-JAN-23","24-APR-23","0","0","0"
"33","22301","CS","120G","INTR INFO LITERACY & RSRCH (C)","3","50","17","P1","","30","","A","TRAD","Y"," 420- 535PM","MW","OCNPS","0100","","GUPTA,REKHA","","","17","1","CLAS","07-JAN-23","24-APR-23","0","0","0"
"25","22302","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","0","P3","","C","","A","REC","Y"," 900- 950AM","T","DRGS","1105","","GUPTA,REKHA","","","0","1","CLAS","07-JAN-23","24-APR-23","0","0","0"
"20","22303","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","5","P3","","C","","A","REC","Y"," 130- 220PM","T","DRGS","1105","","GUPTA,REKHA","","","5","1","CLAS","07-JAN-23","24-APR-23","0","0","0"
"17","23742","CS","120G","INTR INFO LITERACY & RSRCH (A)","3","30","13","A1","SC065","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","40","21","1","ASYN","07-JAN-23","24-APR-23","0","0","0"
